no,구분,전공,본문
170,pre,교양,학생 수준을 고려하여 말하기 연습을 함으로써 자신감 향상에 도움이 되었습니다!
171,pre,교양,학생들 이름도 금방 다 외우시고 사랑으로 대해주시는 것이 느껴져서 감사했던 수업이었습니다^^
172,pre,교양,학생들과 소통하기 위해 노력을 많이 하신 교수님
173,pre,교양,학생들에게 열심히 전달해주시려고하는것이 느껴져 몹시 좋았습니다 수업의 방식 내용 또한 매우 만족스럽습니다 고생하셨습니다
174,pre,교양,학생들을 배려하며 충분하고 자세한 설명이 좋았다. 그러나 교수님이 말로 직접 설명하시는 편인데 가끔씩 말이 꼬이거나 더듬거나 기억이 안나서 빙빙 돈다거나 잘못된 내용을 말할 때가 있다. 종이 대본을 적어온 뒤 그걸 보면서 수업하였으면 좋겠다. 쉬는시간을 조금 더 주었으면 좋겠다.
175,pre,교양,학생들의 수준을 전혀 고려하지 않은채 수업이 진행되어서 별로였다.
176,pre,교양,"학생들의 영어 실력을 전혀 고려하지않은 수업이었고, 그래서 학생들이 교수님의 말씀을 알아듣지 못하면 답답해하시고 화를 내시는 모습에서 많이 불편하고 보는 내가 더 불쾌하였다."
177,pre,교양,학생들의 의견을 고려하여 수업을 진행하심
178,pre,교양,학생들이 되게 지루해하고 폰만지는애들 딴짓하는애들이 많습니다  영화 피피티 다양한 재밌는자료를 통해 집중할수있도록하몈 좋겠습니다
179,pre,교양,학생들이 아무리 질문을 많이 해도 귀찮아하지 않으시고 늘 꼼꼼하고 친절히 알려주시는 모습에 참 감사했습니다^^ 컴퓨터 시간이 많은 도움이 되었습니다. 감사합니다!
180,pre,교양,학생인원이 많다보니 대리출석해주는 학생들이 많았었습니다 차후 교수님께서 대리출석자들을 걸러내주셨고 공정하게 출석체크를 해주시는 모습  감사하였습니다 곡을 단순히 부르는으로 그치지 않고 작곡자의 심리와 작곡과정을 설명해주셔서 감사했습니다
181,pre,교양,한 강의에 듣는 학생수가 너무 많았습니다
182,pre,교양,한 번 수업 때 한 단원을 나가다보니 좀 벅찬감이 없잖아있었다. 특히 뒷부분에 갈 수록 문장이길어지고 외워야할 것들이 많은데 한번에 다 나가다 보니 따라가지 못하게되었다. 물론 자신의 노력에 다르겠지만 벅찼다. 그래도 배울 점이 많았고 영상으로 설명하시고 중국영상도 많이 보여주셔서 도움이 되었다. 감사합니다^^
183,pre,교양,한학기 수업하시는 동안 감사했습니닿ㅎㅎㅎㅎ 유익하고 좋은 수업이었습니다 ㅎㅎㅎ
184,pre,교양,한학기 정말수고많으셨습니다
185,pre,교양,한학기동안 수업 너무 재미있었습니다 ㅎㅎㅎ 마음이 여리신것 같아요 ㅠㅠ 상처 받지 마세요~ 수업 너무 유용하고 재미있습니다 ㅎㅎ
186,pre,교양,항상 열정적으로 교육해주시려는 교수님의 모습에 감동했습니다
187,pre,교양,혼자 떠들다가 끝나는 수업
188,pre,교양,흥미를 끌만한 주제로 수업을 시작했으면 좋겠습니다
189,pre,교양,과제 설명등  너무 잘 안되 있어서 했는데도 잘 못 보내어 처리가 안된거 같다 과제 설명은 잘 해줫으면 한다
190,pre,교양,과제가 너무 어려워요
191,pre,교양,기말고사를 안본 친구가 있는데 성적이 F가 아니고 D가 나왔는데 왜이런거죠?
192,pre,교양,시험날짜와 시간을 미리 알려주셨으면 좋겠습니다
193,pre,교양,시험날짜와 시간을 미리 알려주셨으면 좋겠습니다
194,pre,교양,시험볼 때 글자가 너무 작아서 불편하다
195,pre,교양,"온라인 강의에 대해서 학교에서 공지를 더 자세히 해줬으면 좋겠다,  타학교와 같이 듣는다는 사실 같은것들을 더 공지해줘야한다고 생각한다"
196,pre,교양,컨닝한 애들 제제좀  시켜주세요
197,pre,교양,",교수가 말을 어버버하고  있지도 않은 사실인 마이클잭슨이 피부병인 것도 모르고 악마로 규정하는 등 문제가 많아 보인다  당장 시정이 필요해보인다"
198,pre,교양,"15분의 발표수업과 개인과제 그리고 시험을 통하여서, 다문화에 대한 지식을 교양수업이지만 전공수업만큼이나 많이 쌓을 수 있어서 정말 좋은 강의였다."
199,pre,교양,"PPT 내용이 너무 좋은데, 가독성이 떨어져 읽기가 힘듭니다!"
200,pre,교양,가치있는 수업이었습니다 감사합니다
201,pre,교양,"강사님들은 쉬는시간을 지키지 않으셨습니다. 자기소개서 작성법등 유익한 강의도 있었지만 중견기업을 소개하시는 강의는 약간의 불편함을 느꼈습니다. 성덕이 높지 않다며 보여주신 학생의 성적표에는 4.5만점에 4.3 정도의 높은 성적이 찍혀있었으머, 상담을 진행할 때에도 이것저것을 해보고싶다 말씀드려도 한가지만 알려주시며 그 길로 가라고 거의 제 진로를 하나로만 단정짓듯 말씀하셨습니다. 상담을 진행한 또다른 학생의 말을 들어보니 그 학생을 비하하는 느낌을 받았다고합니다. 용기를 얻으려 상담을 갔는데 오히려 서러운 상담이 되어서 아쉽습니다."
202,pre,교양,강의계획서에 작성하더라도 학생들에게 공지는 다시 알려주어야 했어야 했다.  학생들에게 대한 관심이 부족하였고 그리고 수업을 통해 무엇을 얻어야하는지 내용 조차 모르며 과제또한 학생들에게 올바르게 적용하지 못한것같다 시험또한 학생들의 의견 반영이 제대로 안되어있다. 만약 이 강의를 계속 지속한다면 학생들에게 의견을 듣고 반영을 하는 방식으로 개선되었으며 한다 만약 학생들이 의견을 안할 경우에는 개인으로 질의응답을 받을수있게 했으며 하는 바람이다.
203,pre,교양,강의진행방식이 신선하고 흥미로웠습니다. 외부로 나가 활동하는 것이 한학기동안 조금의 휴식하고 기분을 환기할 수 있는 시간이 되었습니다.
204,pre,교양,강의하다가 소리는 안지르셨으면 좋겠습니다.
205,pre,교양,같은 과제인데 발표는 점수를 더 높게 주고 레포트는 아무리 잘 써도 발표보다 점수를 많이 안 준다는 것은 부당한 점수처리 같습니다.
206,pre,교양,개선되었으면 하는 점 : 교수님께서 수업하실 때 너무 읽고 훅훅 지나가는 식으로 진행하셔서 너무 많은 범위의 내용을 다 공부하는 것이 어려웠고 시험대비를 위해 중요한 개념들도 찝어주시지 않아서 공부하기에 너무 벅찼다. 또한 학생들도 수업에 참여를 잘 안하여 면학 분위기가 흐려지는 느낌을 받았다.
207,pre,교양,과제 후 과제부분을 진도로 나가는 것은 이해가 되질 않았습니다. 물론 예습의 효과가 있을 수도 있지만 복습이 더 머릿속에 많이 남는다고 생각합니다. 전혀 배우지 않은 상태에서 뒷부분에 있는 과제를 진행하려고 하니 교재 외에도 법전공책까지 보게 되었고 그 안에서 또 어려운 단어들이 나와 과제를 진행함에 있어 힘들었습니다.  차라리 중간 전에 과제부분에 대한 수업을 나간 후 기말 근방으로 제출하게 하는 것이 효과가 더 있었을 것 같습니다.  수업시간을 칼같이 준수하는 것은 매우 좋았습니다.
208,pre,교양,교수가 자기주장이 확실한데 뜬구름 잡는 얘기가 많다 고쳤음 한다
209,pre,교양,교수님 너무 좋아요~
210,pre,교양,교수님 말이 너무 빨라서 무슨 소린지 못 알아 듣겠어요
211,pre,교양,교수님 수업은 항상즐거워요~   다음학기도 기대됩니다&gt;&lt;
212,pre,교양,교수님 수업이 너무 왔다갔다해요ㅠㅠ
213,pre,교양,교수님 항상 건강하시구 행복하세요!! 정말 존경스러웠고 교수님처럼 되고 싶다는 마음도 들었어요!! 사랑합니다!!
214,pre,교양,교수님께서 배려도 많이 해주시고 이야기도 많이 들려주시고  이야기듣는 재미가있던 강의였습니다 감사합니다
215,pre,교양,교수님께서 수업관련 프린트물도 잘 만들어 주셨고 정말 친절하게  설명도 잘 해주셨습니다 딱딱하기만 했던 대학 강의에서 정말 부드럽고   재밌던 강의였습니다 감사합니다
216,pre,교양,교수님께서 열정적으로 강의를 해주셔서 감사했습니다. 지식도 잘 전달해주시고 재미있게 수업을 이끌어주셨습니다.
217,pre,교양,교수님께서 열정적으로 강의를 해주셔서 좋았습니다.
218,pre,교양,"교수님께서 조금 더 체계적으로 진행해주셨으면 좋겠다. (ex과제, 기한 등..)"
219,pre,교양,교수님께서 축구부에 관심도 가져주시고 친절하게 대해주셨습니더  보강으로 선교사묘지도 갔다오고 신학에 대해 관심을 가지게 해주신  교수님이십니다 제가 부족한점이 많았지만 잘 설명해주시고 배려해주셨습니다  감사합니다
220,pre,교양,교수님께서 학생들을 위한 마음이 너무 좋았습니다
221,pre,교양,교수님너무 좋으신데 수업내용이너무쉽고 중복이많았습니다이론을한두강에서 끝내고프로구램을배우는쪽으로나갔으면좋았을것같습니다
222,pre,교양,교수님은 아니시지만 학교 전체가 컨닝 단속이 미흡한 분위기가 있는데 개선되길 바랍니다
223,pre,교양,교수님은 아니시지만 학교 전체가 컨닝 단속이 미흡한 분위기가 있는데 개선되길 바랍니다
224,pre,교양,교수님의 수업진행은 재미있고 즐겁습니다. 감사합니다^^
225,pre,교양,교수님의 열정으로 수강인원을 많이 받으신 점은 존경스럽게 생각하지만 통제하시는 것에 대해 아쉬웠습니다.  수강인원이 많아 한 강의실에서 시험을 보는 것에 제약이 있으면 시험보기전에 애초에 인원을 나눠서 다른강의실로 분반을 해주셨으면 하는 아쉬움이 있었습니다. 비어있는 강의실을 찾느라 학생들이 이동하고 그만큼 시험시간도 지체되어서 혼란스러웠습니다.  수업은 프린트로만 진행하시면서 시험문제는 교재에서도 나오는 것이 불만족스러웠습니다.   교재는 교재비로 돈이 들고 프린트는 뽑아와야하는게 번거롭고 힘들었습니다
226,pre,교양,교수님의 열정적인 강의에 진심으로 고개숙여 감사드립니다. 교수님 덕분에 영어에 대해 좀 더 쉽고 여유있게 생각할 수 있었던 것 같습니다. 정년퇴직을 앞두고 계시지만 저희 학생들은 교수님을 항상 응원하고 기억하겠습니다.
227,pre,교양,교수님이 열심히 가르치는 것이 느껴져서 좋다. 그러나 가장 큰 문제점은 출석을 처음에만 한번 하니까 출석후 절반이상이 항상 나가버려서 끝까지 수업 듣는 나머지 학생들은 굉장히 억울했던것 같다. 출석 문제를 철저하게 해주셨으면 한다.
228,pre,교양,교수님이 정말 재미있게 강의 하십니다!
229,pre,교양,교수님이 정말 재미있으신 분입니다!
230,pre,교양,교수님이 정말정말 좋았다.  교수님 사랑합니다.?
231,pre,교양,교수님이 학생들을 배려해주셔서 너무 감사했다. 수업을 듣고 닫혀져 있던 생각이 많이 열린 것 같아서 좋았고 미래에 대해서 다시 한번 생각해 볼 수 있어서 새롭고 재미있었다.
232,pre,교양,교수님이 학생들을 전혀 신경쓰지 않기 때문에 대다수의 학생들은 처음에 전자출결만 하고 다 출튀를 해서 좋을 것이다. 남아있는 학생들만 손해인것 같아 출석문제를 확실히 해주셨으면 한다. 그리고 교과서로는 도저히 시험에 관한 공부를 할 수가 없다. 본인이 저자인 책이 중요한 것이 아니라 정말 이 과목에 도움이 되는 교과서를 쓸 수 없는지 고려해보셨으면 한다. 그리고 시험때도 책상을 띄우지 않고 다 붙어서 보니까 핸드폰으로 컨닝하는 학생들도 몇몇 볼 수 있었다.
233,pre,교양,교수님이 학생들의 수준에 맞게 인격적으로 강의를 진행하시는 것이 좋았습니다.
234,pre,교양,교수로 적합하지 않다 연방제 통일 같은 극좌파 주사파 이념이나 가르치고있고  정치색을 너무 분명히 드러낸다 매우 좋지 않고 포퓰리즘 정책만 지지하는 이상한 사람같다
